Code_INEGI,Municipality,Area_ID,Area,Students
15035,Huehuetoca,6,Technology of the information and communication,52
15035,Huehuetoca,7,"Engineering, manufacturing and construction",43
15037,Huixquilucan,1,Education,243
15037,Huixquilucan,2,Arts and Humanities,772
15037,Huixquilucan,3,social sciences and law,2355
15037,Huixquilucan,4,Business Administration,4789
15037,Huixquilucan,5,"natural sciences, mathematics and statistics",715
15037,Huixquilucan,6,Technology of the information and communication,683
15037,Huixquilucan,7,"Engineering, manufacturing and construction",2413
15037,Huixquilucan,9,Health Sciences,2611
15037,Huixquilucan,10,Services,426
15038,Isidro Fabela,1,Education,262
15038,Isidro Fabela,2,Arts and Humanities,79
15038,Isidro Fabela,3,social sciences and law,159
15038,Isidro Fabela,4,Business Administration,134
15038,Isidro Fabela,5,"natural sciences, mathematics and statistics",1
15038,Isidro Fabela,6,Technology of the information and communication,30
15038,Isidro Fabela,7,"Engineering, manufacturing and construction",23
15038,Isidro Fabela,10,Services,22
15039,Ixtapaluca,1,Education,1551
15039,Ixtapaluca,2,Arts and Humanities,384
15039,Ixtapaluca,3,social sciences and law,3073
15039,Ixtapaluca,4,Business Administration,2033
15039,Ixtapaluca,6,Technology of the information and communication,886
15039,Ixtapaluca,7,"Engineering, manufacturing and construction",1321
15039,Ixtapaluca,9,Health Sciences,1426
15039,Ixtapaluca,10,Services,124
15040,Ixtapan de la Sal,1,Education,182
15042,Ixtlahuaca,1,Education,2413
15042,Ixtlahuaca,2,Arts and Humanities,523
15042,Ixtlahuaca,3,social sciences and law,2792
15042,Ixtlahuaca,4,Business Administration,2092
15042,Ixtlahuaca,6,Technology of the information and communication,356
15042,Ixtlahuaca,7,"Engineering, manufacturing and construction",422
15042,Ixtlahuaca,9,Health Sciences,2121
15042,Ixtlahuaca,10,Services,672
15043,Xalatlaco,3,social sciences and law,285
15043,Xalatlaco,4,Business Administration,168
15043,Xalatlaco,6,Technology of the information and communication,58
15043,Xalatlaco,7,"Engineering, manufacturing and construction",63
15043,Xalatlaco,9,Health Sciences,362
15043,Xalatlaco,10,Services,53
15047,Jiquipilco,4,Business Administration,75
15047,Jiquipilco,6,Technology of the information and communication,63
15047,Jiquipilco,7,"Engineering, manufacturing and construction",118
15048,Jocotitlán,2,Arts and Humanities,298
15048,Jocotitlán,4,Business Administration,716
15048,Jocotitlán,6,Technology of the information and communication,580
15048,Jocotitlán,7,"Engineering, manufacturing and construction",2589
15048,Jocotitlán,10,Services,96
15051,Lerma,1,Education,100
15051,Lerma,2,Arts and Humanities,406
15051,Lerma,3,social sciences and law,264
15051,Lerma,4,Business Administration,1126
15051,Lerma,5,"natural sciences, mathematics and statistics",227
15051,Lerma,6,Technology of the information and communication,796
15051,Lerma,7,"Engineering, manufacturing and construction",2959
15051,Lerma,9,Health Sciences,1036
15051,Lerma,10,Services,120
15054,Metepec,1,Education,590
15054,Metepec,2,Arts and Humanities,239
15054,Metepec,3,social sciences and law,2024
15054,Metepec,4,Business Administration,3661
15054,Metepec,5,"natural sciences, mathematics and statistics",137
15054,Metepec,6,Technology of the information and communication,1019
15054,Metepec,7,"Engineering, manufacturing and construction",5694
15054,Metepec,8,Agriculture and Veterinary,70
15054,Metepec,9,Health Sciences,995
15054,Metepec,10,Services,206
15057,Naucalpan de Juárez,1,Education,2833
15057,Naucalpan de Juárez,2,Arts and Humanities,2988
15057,Naucalpan de Juárez,3,social sciences and law,17552
15057,Naucalpan de Juárez,4,Business Administration,5295
15057,Naucalpan de Juárez,5,"natural sciences, mathematics and statistics",2860
15057,Naucalpan de Juárez,6,Technology of the information and communication,830
15057,Naucalpan de Juárez,7,"Engineering, manufacturing and construction",8946
15057,Naucalpan de Juárez,9,Health Sciences,1066
15057,Naucalpan de Juárez,10,Services,346
15058,Nezahualcóyotl,1,Education,3703
15058,Nezahualcóyotl,2,Arts and Humanities,252
15058,Nezahualcóyotl,3,social sciences and law,17240
15058,Nezahualcóyotl,4,Business Administration,4612
15058,Nezahualcóyotl,6,Technology of the information and communication,3369
15058,Nezahualcóyotl,7,"Engineering, manufacturing and construction",6609
15058,Nezahualcóyotl,8,Agriculture and Veterinary,377
15058,Nezahualcóyotl,9,Health Sciences,852
15058,Nezahualcóyotl,10,Services,845
15060,Nicolás Romero,1,Education,118
15060,Nicolás Romero,2,Arts and Humanities,693
15060,Nicolás Romero,3,social sciences and law,84
15060,Nicolás Romero,4,Business Administration,2589
15060,Nicolás Romero,5,"natural sciences, mathematics and statistics",183
15060,Nicolás Romero,6,Technology of the information and communication,785
15060,Nicolás Romero,7,"Engineering, manufacturing and construction",1804
15060,Nicolás Romero,9,Health Sciences,468
15060,Nicolás Romero,10,Services,204
15062,Ocoyoacac,3,social sciences and law,348
15062,Ocoyoacac,9,Health Sciences,1079
15064,El Oro,1,Education,368
15064,El Oro,4,Business Administration,91
15064,El Oro,6,Technology of the information and communication,8
15064,El Oro,7,"Engineering, manufacturing and construction",237
15064,El Oro,8,Agriculture and Veterinary,44
15064,El Oro,9,Health Sciences,446
15064,El Oro,10,Services,66
15067,Otzolotepec,3,social sciences and law,337
15067,Otzolotepec,4,Business Administration,293
15067,Otzolotepec,7,"Engineering, manufacturing and construction",271
15068,Ozumba,1,Education,240
15068,Ozumba,3,social sciences and law,539
15068,Ozumba,4,Business Administration,55
15068,Ozumba,7,"Engineering, manufacturing and construction",59
15070,La Paz,1,Education,2114
15070,La Paz,2,Arts and Humanities,894
15070,La Paz,3,social sciences and law,4121
15070,La Paz,4,Business Administration,5248
15070,La Paz,5,"natural sciences, mathematics and statistics",942
15070,La Paz,6,Technology of the information and communication,1920
15070,La Paz,7,"Engineering, manufacturing and construction",4088
15070,La Paz,8,Agriculture and Veterinary,902
15070,La Paz,9,Health Sciences,1363
15070,La Paz,10,Services,1899
15074,San Felipe del Progreso,1,Education,416
15074,San Felipe del Progreso,2,Arts and Humanities,297
15074,San Felipe del Progreso,3,social sciences and law,146
15074,San Felipe del Progreso,4,Business Administration,448
15074,San Felipe del Progreso,5,"natural sciences, mathematics and statistics",282
15074,San Felipe del Progreso,6,Technology of the information and communication,366
15074,San Felipe del Progreso,7,"Engineering, manufacturing and construction",1748
15074,San Felipe del Progreso,9,Health Sciences,919
15075,San Martín de las Pirámides,9,Health Sciences,12
15080,Sultepec,1,Education,183
15080,Sultepec,4,Business Administration,51
15080,Sultepec,6,Technology of the information and communication,19
15080,Sultepec,9,Health Sciences,108
15081,Tecámac,1,Education,844
15081,Tecámac,2,Arts and Humanities,185
15081,Tecámac,3,social sciences and law,2148
15081,Tecámac,4,Business Administration,5132
15081,Tecámac,5,"natural sciences, mathematics and statistics",1288
15081,Tecámac,6,Technology of the information and communication,1575
15081,Tecámac,7,"Engineering, manufacturing and construction",2740
15081,Tecámac,9,Health Sciences,217
15081,Tecámac,10,Services,110
15082,Tejupilco,1,Education,664
15082,Tejupilco,2,Arts and Humanities,126
15082,Tejupilco,3,social sciences and law,596
15082,Tejupilco,4,Business Administration,872
15082,Tejupilco,6,Technology of the information and communication,237
15082,Tejupilco,7,"Engineering, manufacturing and construction",562
15082,Tejupilco,9,Health Sciences,499
15082,Tejupilco,10,Services,138
15085,Temascalcingo,1,Education,200
15085,Temascalcingo,3,social sciences and law,488
15085,Temascalcingo,4,Business Administration,232
15085,Temascalcingo,6,Technology of the information and communication,95
15086,Temascaltepec,3,social sciences and law,362
15086,Temascaltepec,4,Business Administration,182
15086,Temascaltepec,6,Technology of the information and communication,106
15086,Temascaltepec,8,Agriculture and Veterinary,361
15086,Temascaltepec,10,Services,120
15087,Temoaya,3,social sciences and law,194
15087,Temoaya,4,Business Administration,125
15087,Temoaya,6,Technology of the information and communication,76
15087,Temoaya,9,Health Sciences,276
15090,Tenango del Valle,1,Education,112
15090,Tenango del Valle,3,social sciences and law,121
15090,Tenango del Valle,4,Business Administration,222
15090,Tenango del Valle,6,Technology of the information and communication,114
15090,Tenango del Valle,7,"Engineering, manufacturing and construction",78
15090,Tenango del Valle,9,Health Sciences,206
15091,Teoloyucan,1,Education,507
15091,Teoloyucan,2,Arts and Humanities,428
15091,Teoloyucan,3,social sciences and law,944
15091,Teoloyucan,4,Business Administration,780
15091,Teoloyucan,6,Technology of the information and communication,289
15091,Teoloyucan,7,"Engineering, manufacturing and construction",566
15091,Teoloyucan,10,Services,578
15092,Teotihuacán,1,Education,362
15092,Teotihuacán,3,social sciences and law,210
15092,Teotihuacán,4,Business Administration,54
15095,Tepotzotlán,2,Arts and Humanities,14
15095,Tepotzotlán,3,social sciences and law,132
15095,Tepotzotlán,4,Business Administration,430
15095,Tepotzotlán,6,Technology of the information and communication,166
15095,Tepotzotlán,10,Services,193
15099,Texcoco,1,Education,591
15099,Texcoco,2,Arts and Humanities,797
15099,Texcoco,3,social sciences and law,3385
15099,Texcoco,4,Business Administration,2888
15099,Texcoco,5,"natural sciences, mathematics and statistics",584
15099,Texcoco,6,Technology of the information and communication,1650
15099,Texcoco,7,"Engineering, manufacturing and construction",975
15099,Texcoco,8,Agriculture and Veterinary,4621
15099,Texcoco,9,Health Sciences,111
15099,Texcoco,10,Services,946
15101,Tianguistenco,1,Education,282
15101,Tianguistenco,2,Arts and Humanities,31
15101,Tianguistenco,3,social sciences and law,476
15101,Tianguistenco,4,Business Administration,533
15101,Tianguistenco,6,Technology of the information and communication,729
15101,Tianguistenco,7,"Engineering, manufacturing and construction",2066
15101,Tianguistenco,10,Services,588
15102,Timilpan,1,Education,98
15102,Timilpan,3,social sciences and law,65
15104,Tlalnepantla de Baz,1,Education,2579
15104,Tlalnepantla de Baz,2,Arts and Humanities,528
15104,Tlalnepantla de Baz,3,social sciences and law,13096
15104,Tlalnepantla de Baz,4,Business Administration,7055
15104,Tlalnepantla de Baz,5,"natural sciences, mathematics and statistics",2024
15104,Tlalnepantla de Baz,6,Technology of the information and communication,1482
15104,Tlalnepantla de Baz,7,"Engineering, manufacturing and construction",3763
15104,Tlalnepantla de Baz,9,Health Sciences,9078
15104,Tlalnepantla de Baz,10,Services,233
15105,Tlatlaya,1,Education,205
15105,Tlatlaya,4,Business Administration,77
15105,Tlatlaya,6,Technology of the information and communication,25
15105,Tlatlaya,7,"Engineering, manufacturing and construction",53
15105,Tlatlaya,9,Health Sciences,164
15106,Toluca,1,Education,8743
15106,Toluca,2,Arts and Humanities,4607
15106,Toluca,3,social sciences and law,16336
15106,Toluca,4,Business Administration,13670
15106,Toluca,5,"natural sciences, mathematics and statistics",3398
15106,Toluca,6,Technology of the information and communication,2701
15106,Toluca,7,"Engineering, manufacturing and construction",9611
15106,Toluca,8,Agriculture and Veterinary,1880
15106,Toluca,9,Health Sciences,12080
15106,Toluca,10,Services,2737
15108,Tultepec,1,Education,426
15108,Tultepec,2,Arts and Humanities,150
15108,Tultepec,6,Technology of the information and communication,159
15108,Tultepec,9,Health Sciences,658
15109,Tultitlán,1,Education,12
15109,Tultitlán,3,social sciences and law,362
15109,Tultitlán,4,Business Administration,1576
15109,Tultitlán,5,"natural sciences, mathematics and statistics",885
15109,Tultitlán,6,Technology of the information and communication,960
15109,Tultitlán,7,"Engineering, manufacturing and construction",2573
15109,Tultitlán,10,Services,349
15110,Valle de Bravo,1,Education,186
15110,Valle de Bravo,3,social sciences and law,67
15110,Valle de Bravo,4,Business Administration,370
15110,Valle de Bravo,5,"natural sciences, mathematics and statistics",10
15110,Valle de Bravo,6,Technology of the information and communication,176
15110,Valle de Bravo,7,"Engineering, manufacturing and construction",1047
15110,Valle de Bravo,8,Agriculture and Veterinary,131
15110,Valle de Bravo,10,Services,268
15112,Villa del Carbón,9,Health Sciences,348
15113,Villa Guerrero,4,Business Administration,519
15113,Villa Guerrero,6,Technology of the information and communication,265
15113,Villa Guerrero,7,"Engineering, manufacturing and construction",824
15113,Villa Guerrero,8,Agriculture and Veterinary,107
15113,Villa Guerrero,10,Services,118
15114,Villa Victoria,3,social sciences and law,219
15114,Villa Victoria,4,Business Administration,117
15114,Villa Victoria,6,Technology of the information and communication,43
15114,Villa Victoria,9,Health Sciences,160
15118,Zinacantepec,1,Education,1429
15118,Zinacantepec,2,Arts and Humanities,144
15118,Zinacantepec,3,social sciences and law,1437
15118,Zinacantepec,4,Business Administration,1540
15118,Zinacantepec,5,"natural sciences, mathematics and statistics",225
15118,Zinacantepec,6,Technology of the information and communication,234
15118,Zinacantepec,7,"Engineering, manufacturing and construction",451
15118,Zinacantepec,9,Health Sciences,1360
15118,Zinacantepec,10,Services,215
15120,Zumpango,1,Education,792
15120,Zumpango,3,social sciences and law,2006
15120,Zumpango,4,Business Administration,443
15120,Zumpango,6,Technology of the information and communication,330
15120,Zumpango,7,"Engineering, manufacturing and construction",197
15120,Zumpango,8,Agriculture and Veterinary,168
